"id","prefix","term","definition","reports","downloaded_at"
"2354","C","Clathrate (methane)","A partly frozen slushy mix of methane gas and ice, usually found in sediments.","AR5-WG1; AR6","2026-02-27"
"4544","C","Clausius-Clapeyron relationship (or equation)","The differential equation relating the pressure of a substance (usually water vapor) to temperature in a system in which two phases of the substance (water) are in equilibrium.","SREX","2026-02-27"
"2356","C","Clausius–Clapeyron equation/relationship","The thermodynamic relationship between small changes in temperature and vapour pressure in an equilibrium system with condensed phases present. For trace gases such as water vapour, this relation gives the increase in equilibrium (or saturation) water vapour pressure per unit change in air temperature.","AR5-WG1; AR6","2026-02-27"
"99","C","Clean Development Mechanism (CDM)","A mechanism defined under Article 12 of the Kyoto Protocol through which investors (governments or companies) from developed (Annex B) countries may finance greenhouse gas (GHG) emission reduction or removal projects in developing countries (Non-Annex B), and receive Certified Emission Reduction Units (CERs) for doing so. The CERs can be credited towards the commitments of the respective developed countries. The CDM is intended to facilitate the two objectives of promoting sustainable development (SD) in developing countries and of helping industrialised countries to reach their emissions commitments in a cost-effective way.","SRCCL; SR15; AR5-WG3; AR5-WG2; SRREN","2026-02-27"
"101","C","Climate","Climate in a narrow sense is usually defined as the average weather, or more rigorously, as the statistical description in terms of the mean and variability of relevant quantities over a period of time ranging from months to thousands or millions of years. The classical period for averaging these variables is 30 years, as defined by the World Meteorological Organization. The relevant quantities are most often surface variables such as temperature, precipitation and wind. Climate in a wider sense is the state, including a statistical description, of the climate system.","SRCCL; SROCC; SR15; AR5-WG3; AR5-SYR; AR5-WG2; AR5-WG1; SREX; AR6","2026-02-27"
"2852","C","Climate (change) feedback","An interaction in which a perturbation in one climate quantity causes a change in a second, and the change in the second quantity ultimately leads to an additional change in the first. A negative feedback is one in which the initial perturbation is weakened by the changes it causes; a positive feedback is one in which the initial perturbation is enhanced. In this Assessment Report, a somewhat narrower definition is often used in which the climate quantity that is perturbed is the global mean surface temperature, which in turn causes changes in the global radiation budget. In either case, the initial perturbation can either be externally forced or arise as part of internal variability.","AR5-WG3","2026-02-27"
"5883","C","Climate change","A change in the state of the climate that can be identified (e.g., by using statistical tests) by changes in the mean and/or the variability of its properties and that persists for an extended period, typically decades or longer. Climate change may be due to natural internal processes or external forcings such as modulations of the solar cycles, volcanic eruptions and persistent anthropogenic changes in the composition of the atmosphere or in land use. Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: ’a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods’. The UNFCCC thus makes a distinction between climate change attributable to human activities altering the atmospheric composition and climate variability attributable to natural causes.","AR6","2026-02-27"
"105","C","Climate change commitment","Climate change commitment is defined as the unavoidable future climate change resulting from inertia in the geophysical and socio-economic systems. Different types of climate change commitment are discussed in the literature (see subterms). Climate change commitment is usually quantified in terms of the further change in temperature, but it includes other future changes, for example in the hydrological cycle, in extreme weather events, in extreme climate events, and in sea level.","SR15; AR5-WG3; AR5-WG2; AR5-WG1; AR6","2026-02-27"
"2854","C","Climate engineering","","AR5-WG3","2026-02-27"
"119","C","Climate extreme (extreme weather or climate event)","The occurrence of a value of a weather or climate variable above (or below) a threshold value near the upper (or lower) ends of the range of observed values of the variable. For simplicity, both extreme weather events and extreme climate events are referred to collectively as ‘climate extremes.’","SRCCL; SROCC; SR15; AR5-SYR; AR5-WG2; SREX; AR6","2026-02-27"
"121","C","Climate feedback","An interaction in which a perturbation in one climate quantity causes a change in a second and the change in the second quantity ultimately leads to an additional change in the first. A negative feedback is one in which the initial perturbation is weakened by the changes it causes; a positive feedback is one in which the initial perturbation is enhanced. The initial perturbation can either be externally forced or arise as part of internal variability.","SROCC; SRCCL; SR15; AR5-SYR; AR5-WG2; AR5-WG1; SREX; AR6","2026-02-27"
"2358","C","Climate feedback parameter","A way to quantify the radiative response of the climate system to a global mean surface temperature change induced by a radiative forcing. It varies as the inverse of the effective climate sensitivity. Formally, the Climate Feedback Parameter (α; units: W m-2 °C-1) is defined as: α = (ΔQ - ΔF)/ΔT, where Q is the global mean radiative forcing, T is the global mean air surface temperature, F is the heat flux into the ocean and Δ represents a change with respect to an unperturbed climate.","AR5-WG1; AR6","2026-02-27"
"2856","C","Climate finance","There is no agreed definition of climate finance. The term 'climate finance' is applied both to the financial resources devoted to addressing climate change globally and to financial flows to developing countries to assist them in addressing climate change. The literature includes several concepts in these categories, among which the most commonly used include:","AR5-WG3; AR5-SYR; AR6","2026-02-27"
"2360","C","Climate forecast","","AR5-WG1; AR6","2026-02-27"
"311","C","Climate governance","Purposeful mechanisms and measures aimed at steering social systems towards preventing, mitigating, or adapting to the risks posed by climate change (Jagers and Stripple, 2003).","SRCCL; SROCC; SR15; AR5-WG2; AR6","2026-02-27"
"2362","C","Climate index","A time series constructed from climate variables that provides an aggregate summary of the state of the climate system. For example, the difference between sea level pressure in Iceland and the Azores provides a simple yet useful historical NAO index. Because of their optimal properties, climate indices are often defined using principal components — linear combinations of climate variables at different locations that have maximum variance subject to certain normalisation constraints (e.g., the NAM and SAM indices which are principal components of Northern Hemisphere and Southern Hemisphere gridded pressure anomalies, respectively). See Box 2.5 for a summary of definitions for established observational indices.","AR5-WG1; AR6","2026-02-27"
